extension,File Format,count,NARA Format ID
52,Tagged Image File Format,2159,
63,Tagged Image File Format,2159,
78,Tagged Image File Format,2158,
56,Tagged Image File Format,2158,
87,Tagged Image File Format,2157,
46,Tagged Image File Format,2157,
53,Tagged Image File Format,2157,
79,Tagged Image File Format,2156,
83,Tagged Image File Format,2155,
80,Tagged Image File Format,2153,
49,Tagged Image File Format,2153,
50,Tagged Image File Format,2153,
47,Tagged Image File Format,2153,
70,Tagged Image File Format,2151,
73,Tagged Image File Format,2150,
66,Tagged Image File Format,2150,
77,Tagged Image File Format,2150,
62,Tagged Image File Format,2149,
90,Tagged Image File Format,2148,
65,Tagged Image File Format,2148,
3,Tagged Image File Format,2147,
96,Tagged Image File Format,2146,
hdr|pic|rgbe|xyze,Radiance HDR (RGBE),2146,NF00810
86,Tagged Image File Format,2146,
69,Tagged Image File Format,2146,
74,Tagged Image File Format,2145,
75,Tagged Image File Format,2144,
92,Tagged Image File Format,2144,
94,Tagged Image File Format,2142,
pp_,Unidentified,2141,
82,Tagged Image File Format,2140,
88,Tagged Image File Format,2140,
97,Tagged Image File Format,2138,
91,Tagged Image File Format,2137,
85,Tagged Image File Format,2135,
84,Tagged Image File Format,2135,
89,Tagged Image File Format,2132,
93,Tagged Image File Format,2131,
99,Tagged Image File Format,2128,
98,Tagged Image File Format,2128,
81,Tagged Image File Format,2122,
0,Tagged Image File Format,2121,
002,Unidentified,2121,
mp,Microsoft Multiplan 4.0,2114,NF00278
95,Tagged Image File Format,2112,
pod,OpenProj Project,2109,NF00781
lrc,Unidentified,2097,
kmv,Unidentified,2097,
9,Unidentified,2089,
pek,Unidentified,2088,
h08,8-bit ASCII Text,2080,
ch3,Harvard Graphics Chart 3.0,2062,NF00566
prj,ESRI Coordinates/Map Projection,2053,
km5,Unidentified,2037,
lsn,Unidentified,2035,
humreg,Unidentified,2034,
pos,Trimble GPS Position File,2022,
wp6,WordPerfect 6.x-Onwards for DOS/Windows,2017,
elc,Compiled ELISP code,2012,
u01,8-bit ASCII Text,1996,
pst--g,Unidentified,1990,
htt,Hypertext template,1989,
dwl,Drawing Lock file,1983,
f56,8-bit ASCII Text,1982,
doc,WordPerfect for MS-DOS/Windows Document (5.1),1979,
ebh,Unidentified,1964,
nk2,Unidentified,1961,
prefs,Unidentified,1958,
msp,Windows Installer Patch,1953,
fx,DirectX Effects file,1952,
ani,Windows Animated Cursor,1952,NF00811
60,Unidentified,1944,
aep,Adobe After Effects Project file,1940,
sbn,ESRI Spatial Index File,1934,
nupkg,Unidentified,1910,
js,JavaScript file,1905,
nom,Unidentified,1894,
ftl,Unidentified,1894,
asr,Adobe ActionScript Remote Document,1889,
fixity,Unidentified,1887,
fixity,Unidentified,1886,
f90,Fortran 90 Source Code,1877,
mof,Unidentified,1874,
61,Unidentified,1873,
xps,Microsoft XML Paper Specification 1.0,1869,NF00292
pdd|ddd|did|wld,Verity Collection Index Descriptor File,1854,NF00640
spc,Digital Certificate File,1849,
rdb,Restrospect Backup or CCTV Wavelet Video,1846,
apvers,Unidentified,1832,
rdx,Borland Reflex Data File,1831,
gpd,Generic Printer Description Format,1828,
gpd,VISUAL EPR Input Data for PARAMS.EXE,1828,
xm_,Unidentified,1825,
dgn,OLE2 Compound Document Format,1824,
54,Unidentified,1818,
tkb,Unidentified,1815,
lsp,Lisp source code file,1812,
wb2,Quattro Pro Spreadsheet for Windows 6,1810,NF00529
00,Unidentified,1809,
ot,Unidentified,1806,
003,Unidentified,1801,
conf,Configuration file,1794,
pxn,Unidentified,1788,
rt9,8-bit ASCII Text,1787,
dylib,Apple OSX extension for lib,1786,
ok_j_0,Unidentified,1783,
vbs,Virtual Basic Script,1782,
drv,Windows Device Driver,1782,
mp3,MPEG 1/2 Audio Layer 3,1780,
as,Unidentified,1780,
icns,Unidentified,1768,
js,8-bit ASCII Text,1761,
ctb,AutoCAD component: Colour-Dependant Plot Style Table,1744,NF00123
cgm,Computer Graphics Metafile Binary unspecified version,1740,NF00783
pak,PAK Compressed file archive,1724,
step|stp|p21,Standard for the Exchange of Product Model Data (STEP),1722,NF00409
ish,Compressed ISH file archive,1705,
imp,Lotus Improv Spreadsheet,1697,
pol,Unidentified,1689,
bm_,Unidentified,1684,
sch_tx,Unidentified,1682,
doc,Microsoft Word for Windows Document (6.0/95),1682,
u02,8-bit ASCII Text,1681,
lmv,Unidentified,1678,
i2c,Unidentified,1675,
rc,Microsoft Compiler Resource Script,1671,
005,Unidentified,1667,
004,Unidentified,1667,
def,Definitions File,1661,
34x44,Unidentified,1656,
flow,Unidentified,1643,
err,Error Log,1640,
dbx,Microsoft Outlook Express Email Folder,1635,
xpt,SAS Transport XPORT Format unspecified version,1635,
016,Unidentified,1633,
sc,ArcView file,1629,
32,Unidentified,1629,
rd,Unidentified,1623,
013,Unidentified,1622,
ad,After Dark Screensaver,1621,
015,Unidentified,1619,
1m,Unidentified,1617,
007,Unidentified,1612,
006,Unidentified,1611,
ic_,Unidentified,1609,
009,Unidentified,1607,
hxt,Unidentified,1605,
dectes,Unidentified,1603,
017,Unidentified,1597,
htm,Microsoft Front Page Server Extension Configuration,1595,
tga,Truevision TGA unspecified version,1595,
36,Unidentified,1592,
56,Unidentified,1588,
xx,XXEncoded 7-bit ASCII file,1583,
cr,Unidentified,1575,
rec,Topfield PVR digital video recording,1573,
flr,Unidentified,1565,
kbt,Unidentified,1562,
adf,ESRI ArcInfo Binary Grid,1557,
hrg,Unidentified,1555,
025,Unidentified,1554,
33,Unidentified,1547,
instal,Unidentified,1544,
max,3DS Max,1533,NF00100
test,Testing File,1533,
gdbtab,Unidentified,1533,
gdbtab,Unidentified,1531,
ocl,Unidentified,1524,
011,Unidentified,1523,
008,Unidentified,1522,
dacpac,Unidentified,1521,
scr,Microsoft Windows Screen Saver,1519,
012,Unidentified,1517,
px,Pixel Image File,1516,NF00812
018,Unidentified,1516,
014,Unidentified,1516,
las,Unidentified,1513,
t1,Unidentified,1509,
hoc,Unidentified,1508,
api,Adobe Acrobat Plug-In,1502,
pmd,Unidentified,1500,
inv,INVedit Format file,1498,
019,Unidentified,1497,
env,Adobe Environment File,1496,
021,Unidentified,1494,
sav,SPSS Statistics Data File Format,1494,
mtw,Minitab Worksheet,1493,
kap|cap|bsb,BSB,1491,NF00636
031,Unidentified,1487,
master,Unidentified,1485,
loc,GPS Location File,1478,
97,Unidentified,1475,
prj,ESRI Shapefile Projection (Well-Known Text) Format,1470,
022,Unidentified,1470,
ax,DirectShow Filter,1470,
024,Unidentified,1469,
023,Unidentified,1468,
pyo,Unidentified,1468,
026,Unidentified,1467,
027,Unidentified,1465,
028,Unidentified,1463,
032,Unidentified,1458,
029,Unidentified,1455,
033,Unidentified,1451,
lng,Acrobat Language definition file,1450,
034,Unidentified,1444,
sam,Lotus Ami/Ami Pro Text file,1444,
sample,Unidentified,1442,
wer,Windows Error Report file,1441,
036,Unidentified,1439,
037,Unidentified,1437,
mmo,Memory-Map Overlay,1435,
layer,Unidentified,1432,
rwl,Unidentified,1431,
035,Unidentified,1428,
vsdx,Microsoft Visio XML Drawing file format,1424,
qtr,Unidentified,1421,
038,Unidentified,1420,
exc,Microsoft Word 2003 Exclusion Dictionary,1415,
039,Unidentified,1411,
eml,Hypertext Markup Language (4.01),1409,
105,Unidentified,1409,
ok_e_0,Unidentified,1406,
type,Unidentified,1406,
,WordPerfect for MS-DOS/Windows Document (5.1),1406,
i2d,Unidentified,1406,
041,Unidentified,1399,
exp,ICQ Saved Chat,1382,
ipp,Help & Manual Proprietary Image,1381,
044,Unidentified,1380,
glox,Unidentified,1379,
043,Unidentified,1379,
ycp,Unidentified,1378,
042,Unidentified,1378,
046,Unidentified,1375,
045,Unidentified,1375,
agn,Unidentified,1372,
047,Unidentified,1369,
mo_,Unidentified,1368,
dds,Unidentified,1366,
deploy,Unidentified,1365,
scss,Unidentified,1364,
gdbind,Unidentified,1363,
txt,American Standard Code for Information Interchange (ASCII) unspecified version,1360,
054,Unidentified,1347,
051,Unidentified,1344,
tif,Portable Network Graphics (1.1),1343,
cxml,Unidentified,1342,
grp,Windows Program Manager Group,1340,
048,Unidentified,1340,
bas,Microsoft Visual Basic source code,1339,
arc,Compressed Archive File,1338,NF00111
pre,Lotus Freelance 1-2.1,1332,NF00235
052,Unidentified,1331,
053,Unidentified,1328,
cfa,Unidentified,1327,
049,Unidentified,1327,
59,Unidentified,1322,
mtg,Unidentified,1321,
ms,Unidentified,1320,
css,Stats+ Data File,1318,
css,8-bit ASCII Text,1318,
css,Cascading Style Sheet,1318,
lfp,Unidentified,1318,
apk,Android Package file,1316,
hep,Unidentified,1315,
sid,Multiresolution Seamless Image Database (MrSID),1314,NF00813
xlf,Unidentified,1313,
53,Unidentified,1308,
055,Unidentified,1307,
k,Unidentified,1307,
056,Unidentified,1307,
057,Unidentified,1307,
smt,Autodesk Shape Manager 3D Model,1306,
uwl,Unidentified,1303,
mm,Mind Map File,1298,
cls,C++ class definition file,1295,
wmz,Windows Metafile Compressed,1292,
wmz,Windows Media Player Compressed file,1292,
cht,Harvard Graphics ChartXL/Vector Graphics,1288,NF00206
059,Unidentified,1288,
058,Unidentified,1287,
104,Unidentified,1285,
tif,Exchangeable Image File Format (Uncompressed) (2.2),1284,
cfx,Unidentified,1282,
061,Unidentified,1281,
fav,Microsoft Outlook Shortcuts File,1281,
062,Unidentified,1276,
106,Unidentified,1276,
pima,Unidentified,1272,
063,Unidentified,1272,
064,Unidentified,1269,
cbr,CDisplay RAR Archived Comic Book file,1266,
066,Unidentified,1266,
pps,Microsoft PowerPoint Slideshow,1264,
pimx,Unidentified,1263,
jpg-la,Unidentified,1257,
doc,8-bit ASCII Text,1256,
xsn,Unidentified,1255,
99-86,Unidentified,1252,
067,Unidentified,1248,
065,Unidentified,1247,
rels,Microsoft Open Office XML Relationships Format,1247,
bmp,Windows Bitmap (3.0),1242,
068,Unidentified,1241,
edt,Adobe Ebook Download Settings,1237,
vspscc,Unidentified,1236,
rat,Ratings System File,1234,
sqlite,SQLite Database file,1233,
pat,AutoCAD component: Pattern File,1233,
ppn,Unidentified,1228,
dcs,QuarkXPress Desktop Color Separation,1227,
olk14c,Unidentified,1222,
ioc,Instant ORGcharting! Chart,1219,
069,Unidentified,1215,
pst--c,Unidentified,1214,
072,Unidentified,1213,
101,Unidentified,1212,
bim,Unidentified,1210,
rsa,Unidentified,1208,
071,Unidentified,1207,
102,Unidentified,1206,
src,Source Code File,1204,
ramrep,Unidentified,1204,
ogg,Ogg Vorbis Codec Compressed WAV file,1202,
103,Unidentified,1193,
msg,Unidentified,1187,
aas,Unidentified,1186,
wri,Write for Windows 3.0,1186,NF00457
lsi,Unidentified,1185,
dwl2,Unidentified,1182,
xt3,Unidentified,1182,
tlk,Unidentified,1182,
as_,Unidentified,1180,
locals,Unidentified,1179,
tag,DataFlex Query Tag,1179,
48,Unidentified,1179,
ashx,Unidentified,1179,
si,Unidentified,1176,
pns,Unidentified,1174,
rev,WinRAR Recovery Volume file,1173,
43,Unidentified,1172,
073,Unidentified,1169,
074,Unidentified,1168,
webboo,Unidentified,1168,
pdd,Adobe PhotoDeluxe,1168,NF00104
my,Unidentified,1166,
atc,Unidentified,1164,
c01,8-bit ASCII Text,1163,
docx%c,Unidentified,1162,
docx%c,Unidentified,1162,
docx%c,Unidentified,1162,
suo,Unidentified,1161,
075,Unidentified,1160,
~ol,Unidentified,1159,
b,BASIC source code file,1158,
sp_,Unidentified,1157,
an_,Unidentified,1156,
bdr,Microsoft Publisher Border File,1153,
msu,Windows Update file,1151,
076,Unidentified,1149,
gov_ld,Unidentified,1149,
kbd,Autodesk 3DS Max Keyboard Shortcuts File,1149,
077,Unidentified,1147,
078,Unidentified,1145,
r1,Unidentified,1143,
cp,Unidentified,1139,
csf,Adobe Color Management Settings,1138,
list,Unidentified,1136,
toc|ovr|l41,Raster Product Format,1134,NF00394
cshtml,Unidentified,1133,
ast,Unidentified,1128,
sbs,Allegorithmic Substance Designer 3D model data file,1127,
poll,Unidentified,1127,
x32,Macromedia Xtra Format,1126,
#2,Unidentified,1122,
ctl,Microsoft Visual Basic UserControl,1118,
z,UNIX Compressed data file,1116,
data,Analysis Studio Data File,1114,
iss,Inno Setup Script,1113,
odex,Unidentified,1111,
079,Unidentified,1109,
bk0,Unidentified,1105,
tlx,Unidentified,1104,
jpg,Exchangeable Image File Format (Compressed) (2.0),1103,
107,Unidentified,1101,
rbf,Windows Roll Back File,1100,
3pm,Unidentified,1099,
eph,Unidentified,1097,
vb,Unidentified,1096,
081,Unidentified,1090,
xlb,Microsoft Excel Toolbar,1086,
34,Unidentified,1085,
save,Unidentified,1085,
query,Unidentified,1084,
pcf,Piping Component File CAD Format,1080,
zipx,ZIP Compressed file archive,1078,
082,Unidentified,1077,
rt,Unidentified,1075,
rrw,Unidentified,1071,
083,Unidentified,1069,
108,Unidentified,1068,
109,Unidentified,1066,
jaa,Unidentified,1065,
str,Statistica Report File,1065,NF00413
nuspec,Unidentified,1063,
tmd,TextMaker Document,1059,
42,Unidentified,1057,
fin,WordPerfect Print Format,1055,
im_,Unidentified,1052,
gwqa,Unidentified,1051,
086,Unidentified,1046,
pp,Post Processing Format,1045,
088,Unidentified,1043,
poc,Unidentified,1043,
tpm,Unidentified,1043,
52,Unidentified,1043,
aux,TeX/LaTeX Auxillary references,1041,
fsf,Unidentified,1041,
99,Unidentified,1040,
085,Unidentified,1040,
084,Unidentified,1040,
s,Assembly Source Code File,1039,
fsd,Unidentified,1039,
user,Microsoft Visual Studio User Settings File,1038,
087,Unidentified,1035,
lg,Arhangel Compressed Archive,1035,
sd2,Sound Designer II Audio File,1032,NF00407
ens,EndNote Styles file,1032,
089,Unidentified,1031,
bin,Extensible Markup Language (1.0),1028,
icc,International Color Consortium Profile,1028,
opax,Unidentified,1027,
scf,Windows Explorer Command,1027,
tb3,Unidentified,1025,
shw,Harvard Graphics Presentation 2.0,1025,NF00205
wflow,Unidentified,1017,
tes,Unidentified,1014,
spm,Corel WordPerfect Data File,1014,
091,Unidentified,1013,
111,Unidentified,1013,
or2,Lotus Organizer 2 data,1012,
dtp,Publish-iT Page Layout file,1012,
xaml,Unidentified,1010,
clx,Unidentified,1006,
312,Unidentified,1006,
fmf,IBM LinkWay Font or icon file,1005,
p01,8-bit ASCII Text,1002,
tar,Tape Archive Format (TAR),1001,NF00423
asmx,Microsoft ASP.NET Web Service file,1000,
append,Unidentified,1000,
sbn,Unidentified,1000,
44,Unidentified,999,
sbx,Unidentified,999,
49,Unidentified,998,
115,Unidentified,997,
98,Unidentified,996,
md,MDCD Compressed file archive,993,
092,Unidentified,992,
35,Unidentified,991,
093,Unidentified,991,
pages,Apple Pages document,990,
swz,Unidentified,984,
xfd,FormFlow 99 Form Data File,983,
096,Unidentified,982,
119,Unidentified,976,
pdf,Acrobat PDF 1.0 - Portable Document Format (1.0),975,
095,Unidentified,975,
097,Unidentified,974,
121,Unidentified,973,
094,Unidentified,970,
eot,Microsoft WEFT Embedded OpenType file,970,
098,Unidentified,963,
58,Unidentified,958,
311,Unidentified,958,
caf,Unidentified,957,
clam,Unidentified,957,
129,Unidentified,957,
099,Unidentified,954,
tfw,8-bit ASCII Text,954,
tfw,ESRI World File Format,954,
tbp,Unidentified,954,
tld,Unidentified,952,
cdb,Microsoft Mobile Pocket Access File Database,951,
gp_,Unidentified,948,
ve6,Unidentified,946,
127,Unidentified,946,
psf,Adobe Photoshop Proof Settings Format,945,
udc,Adobe InDesign User Dictionary,945,
au,Au Audio File,944,
dtsx,Unidentified,942,
mso,Microsoft Office Embedded OLE Object Storage File,940,
xls,Microsoft Excel for Macintosh (4.0),938,
xls,Microsoft Excel for Macintosh (2001),938,
xls,Microsoft Excel for Macintosh (3.0),938,
xls,Microsoft Excel for Macintosh (v.X),938,
xls,Microsoft Excel for Macintosh (98),938,
set,Settings File,938,
theme,Unidentified,938,
xls,Microsoft Excel for Macintosh (2004),938,
xls,Microsoft Excel for Macintosh (2002),938,
ica,Citrix Independent Computing Architecture Connection File,935,
int,Silicon Graphics Image,934,
",",Unidentified,933,
prn,Microsoft Print File,932,
heu,Unidentified,932,
nwinde,Unidentified,931,
prn,8-bit ASCII Text,930,
wk1,Lotus 1-2-3 Worksheet (2.0),928,
final,Unidentified,924,
snag,Unidentified,924,
lis,Structured Query Report,923,
dotm,Microsoft Word Macro-enabled Document Template,923,NF00589
ser,Unidentified,922,
113,Unidentified,921,
114,Unidentified,921,
hs3,Unidentified,920,
126,Unidentified,920,
in,Unidentified,919,
lhp,Unidentified,918,
apmast,Unidentified,916,
37,Unidentified,915,
ja,Unidentified,915,
dma,Unidentified,911,
pcb,Microsoft PowerPoint Settings File,911,
sbx|sbn,ESRI Shapefile (ESRI Spatial Index File),908,NF00560
122,Unidentified,907,
hs5,Unidentified,907,
bmp,Unidentified,906,
bil,Unidentified,905,
112,Unidentified,905,
xslt,eXtensible Style Language unspecified version,905,
rel,Unidentified,904,
lsabs,Unidentified,900,
dc|dc2,DesignCAD Drawing,898,NF00157
ok_l_0,Unidentified,897,
sym,Symbols Format file,896,
fnt,Font file,886,
itc2,iTunes Album Data file,886,
los,Unidentified,886,
ca_,Unidentified,884,
dr_,Unidentified,884,
mdw,Unidentified,883,
mf_,Unidentified,882,
ms_,Unidentified,881,
cct,Adobe Director Shockwave file,880,
woff,Unidentified,879,
313,Unidentified,879,
131,Unidentified,879,
browse,Unidentified,879,
116,Unidentified,879,
303,Unidentified,875,
wmdb,Unidentified,875,
128,Unidentified,874,
rtf,Rich Text Format (1.5),872,
rtf,Rich Text Format (1.6),872,
50,Unidentified,871,
imm,iMindMap Diagram,869,
new,Google G-Suite File,869,
xrl,Unidentified,866,
cn_,Unidentified,862,
itb,Unidentified,862,
ithmb,Unidentified,861,
117,Unidentified,860,
jud,Unidentified,857,
41,Unidentified,857,
tds,Tableau Data Source file,855,
cp_,Unidentified,855,
enpack,Unidentified,852,
118,Unidentified,850,
125,Unidentified,846,
124,Unidentified,846,
en,Unidentified,844,
lab,Corel WordPefect Label File,843,
xfo,Unidentified,842,
96,Ventura Publisher 96x96 dpi display font,841,
txg,Unidentified,840,
45,Unidentified,839,
rst,reStructuredText Markup Language,839,
132,Unidentified,839,
doc,WordPerfect for MS-DOS/Windows Document (6.0),838,
maint,Unidentified,835,
asax,Unidentified,834,
133,Unidentified,829,
sha256,Unidentified,828,
47,Unidentified,828,
lok,Encrypted and compressed archive format,827,
adx,CRI ADX Audio File,824,
pab,Microsoft Outlook Address Book,821,
policy,Unidentified,820,
for,Fortran 77 Source Code,820,
46,Unidentified,819,
137,Unidentified,818,
hgl,HP Graphics Language Format,818,
